range,code,event_date,y_prob,y_pred,close_t,close_t+1,close_t+2,close_t+3,close_t+4,close_t+5,
"[0.85,1.00]",603716,7/18/25,0.86563647,1,23.7,25.46,25.88,28.47,30.4,31.22,1
"[0.85,1.00]",603716,7/21/25,0.88383865,1,25.46,25.88,28.47,30.4,31.22,33.15,1
"[0.85,1.00]",603716,7/24/25,0.91587126,1,30.4,31.22,33.15,31.62,30.89,30.02,1
"[0.85,1.00]",603716,7/28/25,0.85379434,1,33.15,31.62,30.89,30.02,31.88,29.65,0
"[0.85,1.00]",603758,7/8/25,0.919964,1,16.48,16.48,16.48,14.83,14.09,13.8,0
"[0.85,1.00]",603758,7/9/25,0.919964,1,16.48,16.48,14.83,14.09,13.8,14.14,0
"[0.85,1.00]",603758,7/10/25,0.919964,1,16.48,14.83,14.09,13.8,14.14,14.09,0
"[0.85,1.00]",603767,8/5/25,0.8577436,1,24.09,26.5,29.15,,,,1
"[0.85,1.00]",603767,8/6/25,0.90249056,1,26.5,29.15,,,,,1
"[0.85,1.00]",603767,8/7/25,0.90967834,1,29.15,,,,,,0
"[0.85,1.00]",603776,6/25/25,0.8625834,1,22.01,19.87,19.6,20.15,20.46,19.53,0
"[0.85,1.00]",603778,7/9/25,0.88740367,1,4.13,4.54,4.99,5.49,4.94,4.45,1
"[0.85,1.00]",603778,7/10/25,0.9046496,1,4.54,4.99,5.49,4.94,4.45,4.28,1
"[0.85,1.00]",603778,7/11/25,0.9409547,1,4.99,5.49,4.94,4.45,4.28,4.07,1
"[0.85,1.00]",603778,7/14/25,0.92589587,1,5.49,4.94,4.45,4.28,4.07,4.13,0
"[0.85,1.00]",603787,6/11/25,0.8553868,1,14.05,15.46,14.01,12.83,12.41,12.33,1
"[0.85,1.00]",603787,6/12/25,0.85046834,1,15.46,14.01,12.83,12.41,12.33,11.78,0
"[0.85,1.00]",603801,7/9/25,0.8509566,1,10.99,10.68,10.39,10.26,10.19,10.24,0
"[0.85,1.00]",603811,7/3/25,0.8686199,1,11.5,10.46,10.11,10.18,10.07,10.03,0
"[0.85,1.00]",603811,7/15/25,0.8796877,1,12.13,12.69,12.26,11.85,11.91,11.82,1
"[0.85,1.00]",603811,8/4/25,0.8577914,1,13.45,14.8,15.6,15.1,,,1
"[0.85,1.00]",603811,8/5/25,0.91056347,1,14.8,15.6,15.1,,,,1
"[0.85,1.00]",603818,6/12/25,0.9185708,1,4.65,4.6,4.64,4.95,4.46,4.04,1
"[0.85,1.00]",603818,6/30/25,0.88413745,1,5.14,5.28,5.23,5.31,5.04,5.03,1
"[0.85,1.00]",603839,7/29/25,0.858542,1,7.8,8.58,9.44,9.28,8.35,7.67,1
"[0.85,1.00]",603839,7/30/25,0.87752324,1,8.58,9.44,9.28,8.35,7.67,7.67,1
"[0.85,1.00]",603839,7/31/25,0.9534414,1,9.44,9.28,8.35,7.67,7.67,7.53,0
"[0.85,1.00]",603856,7/11/25,0.88330156,1,14.12,13.65,12.79,12.46,12.8,12.28,0
"[0.85,1.00]",603863,6/30/25,0.8553552,1,14.65,14.65,14.65,14.65,13.7,15.07,1
"[0.85,1.00]",603879,6/13/25,0.8728103,1,6.37,6.39,6.01,5.97,6.13,5.92,1
"[0.85,1.00]",603879,7/22/25,0.85904115,1,7.7,7.01,6.98,6.9,6.95,7.04,0
"[0.85,1.00]",603906,6/25/25,0.8633002,1,16.24,15.73,15.59,15.99,15.65,15.37,0
"[0.85,1.00]",603916,7/21/25,0.8800382,1,10.51,11.56,12.72,13.99,12.59,11.62,1
"[0.85,1.00]",603916,7/22/25,0.92228276,1,11.56,12.72,13.99,12.59,11.62,12.06,1
"[0.85,1.00]",603916,7/23/25,0.962343,1,12.72,13.99,12.59,11.62,12.06,11.87,1
"[0.85,1.00]",603916,7/24/25,0.8712636,1,13.99,12.59,11.62,12.06,11.87,11.43,0
"[0.85,1.00]",603928,6/20/25,0.9106059,1,13.74,15.11,16.62,18.28,17.06,17.99,1
"[0.85,1.00]",603928,6/23/25,0.9376122,1,15.11,16.62,18.28,17.06,17.99,19.79,1
"[0.85,1.00]",603928,6/24/25,0.9170341,1,16.62,18.28,17.06,17.99,19.79,20.26,1
"[0.85,1.00]",603928,6/25/25,0.9204013,1,18.28,17.06,17.99,19.79,20.26,21.9,1
"[0.85,1.00]",603928,6/30/25,0.8951735,1,19.79,20.26,21.9,19.71,17.74,16.81,1
"[0.85,1.00]",603928,7/1/25,0.87615484,1,20.26,21.9,19.71,17.74,16.81,16.85,1
"[0.85,1.00]",603928,7/2/25,0.85761267,1,21.9,19.71,17.74,16.81,16.85,16.41,0
"[0.85,1.00]",603936,7/1/25,0.8533028,1,10.37,9.46,10.41,10.01,9.72,10.69,1
"[0.85,1.00]",603936,7/3/25,0.87339294,1,10.41,10.01,9.72,10.69,10.95,10.54,1
"[0.85,1.00]",603936,7/8/25,0.87280124,1,10.69,10.95,10.54,9.95,9.73,9.74,1
"[0.85,1.00]",603966,7/22/25,0.92475855,1,11.69,12.86,12.7,11.43,11.41,11.34,1
"[0.85,1.00]",603966,7/23/25,0.8792568,1,12.86,12.7,11.43,11.41,11.34,10.92,0
"[0.85,1.00]",603969,7/22/25,0.8535714,1,9.13,8.35,8.57,8.42,8.27,8.27,0
"[0.85,1.00]",603982,6/12/25,0.90028685,1,10.37,9.85,10,10.49,9.86,10.85,1
"[0.85,1.00]",605008,7/16/25,0.90229446,1,15.2,15.2,15.2,15.46,15.13,14.88,1
"[0.85,1.00]",605008,7/17/25,0.90229446,1,15.2,15.2,15.46,15.13,14.88,14.77,1
"[0.85,1.00]",605008,7/18/25,0.90229446,1,15.2,15.46,15.13,14.88,14.77,14.61,1
"[0.85,1.00]",605033,7/18/25,0.8653004,1,23.36,25.7,28.27,25.71,23.32,22.3,1
"[0.85,1.00]",605033,7/21/25,0.8871982,1,25.7,28.27,25.71,23.32,22.3,22.3,1
"[0.85,1.00]",605033,7/22/25,0.8674348,1,28.27,25.71,23.32,22.3,22.3,22.03,0
"[0.85,1.00]",605058,6/30/25,0.8567512,1,30.56,29.93,27.61,28.6,28.34,27.88,0
"[0.85,1.00]",605122,7/7/25,0.8596816,1,12.96,14.26,15.69,17.26,18.99,17.09,1
"[0.85,1.00]",605122,7/8/25,0.9510849,1,14.26,15.69,17.26,18.99,17.09,15.48,1
"[0.85,1.00]",605122,7/9/25,0.94950426,1,15.69,17.26,18.99,17.09,15.48,14.45,1
"[0.85,1.00]",605122,7/10/25,0.9331937,1,17.26,18.99,17.09,15.48,14.45,14.31,1
"[0.85,1.00]",605151,7/1/25,0.8879141,1,21.34,23.47,21.12,18.94,18.55,19.03,1
"[0.85,1.00]",605151,7/2/25,0.95560265,1,23.47,21.12,18.94,18.55,19.03,18.9,0
"[0.85,1.00]",605162,7/7/25,0.87199837,1,9.39,10.33,11.36,10.22,9.8,10.28,1
"[0.85,1.00]",605162,7/8/25,0.8904693,1,10.33,11.36,10.22,9.8,10.28,11.1,1
"[0.85,1.00]",605162,7/9/25,0.92072916,1,11.36,10.22,9.8,10.28,11.1,10.92,0
"[0.85,1.00]",605169,8/6/25,0.9313331,1,13.96,15.36,,,,,1
"[0.85,1.00]",605169,8/7/25,0.8906777,1,15.36,,,,,,0
"[0.85,1.00]",605178,7/23/25,0.85149944,1,27.64,27.64,27.64,27.64,27.64,24.88,0
"[0.85,1.00]",605178,7/25/25,0.85132766,1,27.64,27.64,27.64,24.88,22.67,23.15,0
"[0.85,1.00]",605178,7/29/25,0.8750282,1,27.64,24.88,22.67,23.15,23.49,22.65,0
"[0.85,1.00]",605268,7/30/25,0.9149946,1,11.75,11.55,10.4,9.8,9.92,9.88,0
"[0.85,1.00]",605277,7/10/25,0.8845904,1,25.14,24.51,24.9,24.53,24.34,25.45,1
"[0.85,1.00]",605366,7/11/25,0.8879553,1,7.72,8.24,7.42,6.69,6.7,6.58,1
"[0.85,1.00]",605399,7/11/25,0.9166675,1,15.24,16.76,15.59,14.03,14.24,13.99,1
"[0.85,1.00]",605399,7/14/25,0.90199494,1,16.76,15.59,14.03,14.24,13.99,14.54,0
"[0.85,1.00]",605500,7/4/25,0.9150317,1,9.06,9.97,10.97,12.07,13.28,12,1
"[0.85,1.00]",605500,7/7/25,0.91817325,1,9.97,10.97,12.07,13.28,12,13.2,1
"[0.85,1.00]",605500,7/8/25,0.8795403,1,10.97,12.07,13.28,12,13.2,12.22,1
"[0.85,1.00]",605500,7/14/25,0.8999794,1,13.2,12.22,13.44,14.44,13.52,12.17,1
"[0.85,1.00]",688011,7/28/25,0.89734185,1,37.19,40.54,41.01,40.38,43.21,49.06,1
"[0.85,1.00]",688011,8/4/25,0.85873896,1,49.06,46.5,47.98,47.73,,,0
"[0.85,1.00]",688062,7/17/25,0.852882,1,37.33,36.3,35.9,33.41,33.42,33.24,0
"[0.85,1.00]",688077,6/12/25,0.85950774,1,35.9,35.25,36.54,33.75,30.98,29.85,1
"[0.85,1.00]",688118,8/4/25,0.8579662,1,33,30.42,32.09,33.7,,,1
"[0.85,1.00]",688176,7/14/25,0.85426986,1,11.65,11.23,11.08,11.9,11.65,11.64,1
"[0.85,1.00]",688184,7/17/25,0.88764447,1,10.18,10.23,10.25,10.13,10.12,10.21,1
"[0.85,1.00]",688184,7/18/25,0.94906145,1,10.23,10.25,10.13,10.12,10.21,10.18,1
"[0.85,1.00]",688189,7/30/25,0.85016596,1,14.28,17.14,17.57,17.25,15.91,15.5,1
"[0.85,1.00]",688189,7/31/25,0.8858353,1,17.14,17.57,17.25,15.91,15.5,14.69,1
"[0.85,1.00]",688189,8/5/25,0.85811985,1,15.91,15.5,14.69,,,,0
"[0.85,1.00]",688203,6/12/25,0.87344956,1,11.44,12.95,15.54,14.5,13.2,14.62,1
"[0.85,1.00]",688221,7/4/25,0.87869906,1,12.84,13.87,14.8,14.46,16.12,18.16,1
"[0.85,1.00]",688221,7/7/25,0.8520028,1,13.87,14.8,14.46,16.12,18.16,18.7,1
"[0.85,1.00]",688221,7/10/25,0.8669021,1,16.12,18.16,18.7,17.63,19.34,20.5,1
"[0.85,1.00]",688221,7/11/25,0.9148518,1,18.16,18.7,17.63,19.34,20.5,21.39,1
"[0.85,1.00]",688221,7/14/25,0.85934556,1,18.7,17.63,19.34,20.5,21.39,22.2,1
"[0.85,1.00]",688221,7/15/25,0.94155383,1,17.63,19.34,20.5,21.39,22.2,23.85,1
"[0.85,1.00]",688221,7/16/25,0.90697056,1,19.34,20.5,21.39,22.2,23.85,22.72,1
"[0.85,1.00]",688221,7/17/25,0.8622135,1,20.5,21.39,22.2,23.85,22.72,20.57,1
"[0.85,1.00]",688221,7/18/25,0.8880711,1,21.39,22.2,23.85,22.72,20.57,19.53,1
"[0.85,1.00]",688221,7/22/25,0.8529787,1,23.85,22.72,20.57,19.53,20.43,22.42,0
"[0.85,1.00]",688221,7/29/25,0.88368,1,22.42,22.22,21.47,21.53,21.71,20.07,0
"[0.85,1.00]",688291,7/7/25,0.85483074,1,37.53,40.75,38.47,34.85,34.76,35.28,1
"[0.85,1.00]",688291,7/8/25,0.8676026,1,40.75,38.47,34.85,34.76,35.28,34.38,0
"[0.85,1.00]",688313,7/7/25,0.85004675,1,38.05,38.05,38.05,38.05,43.7,42.87,1
"[0.85,1.00]",688313,7/8/25,0.94852906,1,38.05,38.05,38.05,43.7,42.87,48.68,1
"[0.85,1.00]",688313,7/9/25,0.94852906,1,38.05,38.05,43.7,42.87,48.68,47.01,1
"[0.85,1.00]",688313,7/10/25,0.94852906,1,38.05,43.7,42.87,48.68,47.01,52.23,1
"[0.85,1.00]",688425,7/22/25,0.903115,1,5.93,7.12,7.72,6.57,6.44,6.75,1
"[0.85,1.00]",688479,6/25/25,0.8603195,1,18.61,18.69,18.79,18.9,18.93,18.97,1
"[0.85,1.00]",688496,6/18/25,0.85892487,1,9.58,9.15,9.07,9.05,9.11,9.3,0
"[0.85,1.00]",688520,6/27/25,0.86861,1,58.9,59.85,62.86,61.12,73.34,85.41,1
"[0.85,1.00]",688520,6/30/25,0.8635946,1,59.85,62.86,61.12,73.34,85.41,82.21,1
"[0.85,1.00]",688585,7/3/25,0.9372244,1,7.78,7.78,7.78,7.78,9.34,11.21,1
"[0.85,1.00]",688585,7/4/25,0.9237265,1,7.78,7.78,7.78,9.34,11.21,13.45,1
"[0.85,1.00]",688585,7/7/25,0.91613466,1,7.78,7.78,9.34,11.21,13.45,16.14,1
"[0.85,1.00]",688585,7/8/25,0.9081013,1,7.78,9.34,11.21,13.45,16.14,19.37,1
"[0.85,1.00]",688585,7/9/25,0.9795505,1,9.34,11.21,13.45,16.14,19.37,23.24,1
"[0.85,1.00]",688585,7/10/25,0.98849815,1,11.21,13.45,16.14,19.37,23.24,27.89,1
"[0.85,1.00]",688585,7/11/25,0.9924833,1,13.45,16.14,19.37,23.24,27.89,33.47,1
"[0.85,1.00]",688585,7/14/25,0.9965274,1,16.14,19.37,23.24,27.89,33.47,40.16,1
"[0.85,1.00]",688585,7/15/25,0.9979036,1,19.37,23.24,27.89,33.47,40.16,48.19,1
"[0.85,1.00]",688585,7/16/25,0.99817526,1,23.24,27.89,33.47,40.16,48.19,57.7,1
"[0.85,1.00]",688585,7/17/25,0.9948695,1,27.89,33.47,40.16,48.19,57.7,56.4,1
"[0.85,1.00]",688585,7/18/25,0.9932417,1,33.47,40.16,48.19,57.7,56.4,66.06,1
"[0.85,1.00]",688585,7/21/25,0.98861814,1,40.16,48.19,57.7,56.4,66.06,79.27,1
"[0.85,1.00]",688585,7/22/25,0.97691447,1,48.19,57.7,56.4,66.06,79.27,84.18,1
"[0.85,1.00]",688585,7/23/25,0.9862389,1,57.7,56.4,66.06,79.27,84.18,92.07,1
"[0.85,1.00]",688585,7/24/25,0.9705677,1,56.4,66.06,79.27,84.18,92.07,92.07,1
"[0.85,1.00]",688585,7/25/25,0.9753493,1,66.06,79.27,84.18,92.07,92.07,92.07,1
"[0.85,1.00]",688585,7/29/25,0.9162536,1,84.18,92.07,92.07,92.07,92.07,110.48,1
