code,event_date,y_prob,prob_day1,prob_day2,prob_day3,prob_day4,prob_day5,prob_day6,prob_event,type,prob,
2645,7/21/25,0.897465944,0.860076368,0.904007196,0.912020147,0.946038842,0.842029929,0.927123606,0.897465944,,,
2645,7/23/25,0.850812435,0.912020147,0.946038842,0.842029929,0.927123606,0.897465944,0.790980995,0.850812435,,,
2651,8/6/25,0.883082688,0.573189318,0.531201482,0.540735602,0.512222707,0.804623961,0.800848126,0.883082688,,,
2651,8/7/25,0.860527217,0.531201482,0.540735602,0.512222707,0.804623961,0.800848126,0.883082688,0.860527217,,,
2652,7/23/25,0.870774448,0.587205052,0.620932937,0.548241496,0.838280737,0.77683115,0.745957494,0.870774448,,,
2652,8/1/25,0.884624839,0.784203708,0.841250062,0.809275448,0.848672748,0.822613299,0.820314467,0.884624839,,,
2657,7/10/25,0.859771192,0.630750954,0.551070809,0.752064168,0.802783847,0.77375412,0.804552615,0.859771192,,,
2658,7/1/25,0.870142519,0.420162737,0.422190249,0.581605136,0.507596076,0.365226448,0.799831748,0.870142519,,,
2658,7/2/25,0.918552101,0.422190249,0.581605136,0.507596076,0.365226448,0.799831748,0.870142519,0.918552101,,,
2658,7/3/25,0.91729635,0.581605136,0.507596076,0.365226448,0.799831748,0.870142519,0.918552101,0.91729635,,,
2669,7/2/25,0.85674274,0.589467347,0.492093235,0.561733663,0.232953832,0.354176491,0.735494077,0.85674274,,,
2706,8/8/25,0.852809548,0.743874848,0.604103625,0.578274131,0.780652165,0.704942107,0.736128807,0.852809548,,,
2716,7/14/25,0.89632988,0.563528776,0.548139453,0.545995474,0.537278175,0.487874806,0.798650205,0.89632988,,,
2721,7/3/25,0.92189306,0.49383691,0.407490373,0.733038127,0.679021955,0.825314105,0.779701293,0.92189306,,,
2724,7/2/25,0.852242708,0.516333282,0.586581945,0.724308252,0.799773097,0.752102077,0.699390173,0.852242708,,,
2735,7/9/25,0.855526805,0.640813887,0.632007778,0.602454245,0.626290798,0.793025434,0.706332564,0.855526805,,,
2774,7/16/25,0.908249199,0.300589174,0.379915386,0.536378026,0.585802317,0.638767123,0.621855199,0.908249199,,,
2775,7/25/25,0.855953157,0.391082227,0.491960943,0.652092636,0.665056229,0.729550064,0.697128534,0.855953157,,,
2775,7/31/25,0.855140448,0.729550064,0.697128534,0.855953157,0.55581826,0.780872166,0.789241195,0.855140448,,,
2775,8/1/25,0.898756266,0.697128534,0.855953157,0.55581826,0.780872166,0.789241195,0.855140448,0.898756266,,,
2775,8/4/25,0.889097869,0.855953157,0.55581826,0.780872166,0.789241195,0.855140448,0.898756266,0.889097869,,,
2775,8/5/25,0.918400943,0.55581826,0.780872166,0.789241195,0.855140448,0.898756266,0.889097869,0.918400943,,,
2778,7/21/25,0.85510987,0.383690149,0.47280243,0.42268464,0.709873199,0.785209179,0.764129043,0.85510987,,,
2783,7/22/25,0.878393352,0.430056661,0.371817648,0.356094033,0.331509084,0.30326125,0.728532553,0.878393352,,,
2799,8/1/25,0.871031225,0.354502916,0.462953895,0.422394335,0.369834304,0.266646117,0.767533302,0.871031225,,,
2800,8/11/25,0.882373154,0.388452142,0.348086566,0.551745057,0.430961251,0.422964603,0.752317369,0.882373154,,,
2811,8/1/25,0.855162442,0.361416012,0.341809958,0.355873853,0.303174466,0.278476387,0.605347335,0.855162442,,,
2820,8/13/25,0.885256827,0.374041408,0.325258732,0.39231807,0.423116326,0.774543762,0.820062518,0.885256827,,,
2826,7/25/25,0.880657971,0.555053413,0.494327903,0.623518169,0.629906535,0.686302185,0.820954442,0.880657971,,,
2827,7/21/25,0.8858096,0.63525027,0.633043468,0.642248511,0.683089077,0.713764787,0.65740937,0.8858096,,,
2882,7/1/25,0.868528783,0.861181259,0.819735467,0.828832924,0.758863628,0.838927925,0.844110727,0.868528783,,,
2883,7/22/25,0.883801937,0.407193333,0.583079875,0.66264385,0.63202697,0.486405969,0.80822891,0.883801937,,,
2883,7/23/25,0.885638714,0.583079875,0.66264385,0.63202697,0.486405969,0.80822891,0.883801937,0.885638714,,,
2883,7/24/25,0.902276695,0.66264385,0.63202697,0.486405969,0.80822891,0.883801937,0.885638714,0.902276695,,,
2896,7/21/25,0.855499327,0.825979471,0.840636671,0.735350132,0.78947401,0.816375673,0.716860056,0.855499327,,,
2908,7/14/25,0.910106599,0.7693156,0.805784881,0.654189587,0.817274511,0.745250404,0.786583424,0.910106599,,,
2908,7/15/25,0.852797985,0.805784881,0.654189587,0.817274511,0.745250404,0.786583424,0.910106599,0.852797985,,,
2908,8/8/25,0.857073963,0.548837602,0.569659531,0.415475845,0.620483339,0.634421051,0.621343315,0.857073963,,,
2908,8/11/25,0.896174014,0.569659531,0.415475845,0.620483339,0.634421051,0.621343315,0.857073963,0.896174014,,,
2915,8/5/25,0.855268896,0.798251033,0.677856803,0.624991357,0.667348206,0.554428995,0.677219152,0.855268896,,,
2915,8/6/25,0.878608823,0.677856803,0.624991357,0.667348206,0.554428995,0.677219152,0.855268896,0.878608823,,,
2915,8/7/25,0.931422889,0.624991357,0.667348206,0.554428995,0.677219152,0.855268896,0.878608823,0.931422889,,,
2915,8/8/25,0.862594545,0.667348206,0.554428995,0.677219152,0.855268896,0.878608823,0.931422889,0.862594545,,,
2915,8/11/25,0.878863156,0.554428995,0.677219152,0.855268896,0.878608823,0.931422889,0.862594545,0.878863156,,,
2915,8/12/25,0.874607027,0.677219152,0.855268896,0.878608823,0.931422889,0.862594545,0.878863156,0.874607027,,,
2915,8/13/25,0.891135037,0.855268896,0.878608823,0.931422889,0.862594545,0.878863156,0.874607027,0.891135037,,,
2915,8/14/25,0.883280993,0.878608823,0.931422889,0.862594545,0.878863156,0.874607027,0.891135037,0.883280993,,,
2917,7/22/25,0.863012552,0.476240903,0.470698386,0.504473865,0.383474737,0.335515708,0.670490146,0.863012552,,,
600775,8/14/25,0.853003681,0.524965823,0.629379809,0.685519457,0.637737513,0.753085554,0.712868333,0.853003681,2,7.1,
2941,8/11/25,0.910946131,0.179057226,0.189556047,0.174305871,0.292169124,0.33810696,0.699096441,0.910946131,,,
2941,8/12/25,0.937749684,0.189556047,0.174305871,0.292169124,0.33810696,0.699096441,0.910946131,0.937749684,,,
2941,8/13/25,0.873839796,0.174305871,0.292169124,0.33810696,0.699096441,0.910946131,0.937749684,0.873839796,,,
2951,7/9/25,0.887676358,0.715898216,0.663358748,0.723392129,0.699477136,0.820073009,0.821463525,0.887676358,,,
2951,7/15/25,0.874040246,0.820073009,0.821463525,0.887676358,0.649956524,0.700723529,0.737223327,0.874040246,,,
2987,7/1/25,0.896848142,0.759390891,0.778891146,0.865171373,0.828172505,0.889221489,0.884024084,0.896848142,,,
2987,7/2/25,0.879940093,0.778891146,0.865171373,0.828172505,0.889221489,0.884024084,0.896848142,0.879940093,,,
2987,7/7/25,0.864501655,0.889221489,0.884024084,0.896848142,0.879940093,0.847709537,0.833033741,0.864501655,,,
3001,7/23/25,0.913714111,0.482678354,0.567790806,0.66124475,0.672783256,0.753078878,0.820013762,0.913714111,,,
3003,7/8/25,0.919134796,0.435039699,0.499220759,0.476531982,0.401154608,0.37554127,0.795487761,0.919134796,,,
3015,7/1/25,0.852322042,0.721999824,0.830232143,0.800334752,0.805877149,0.808614254,0.798458457,0.852322042,,,
3023,7/24/25,0.878816903,0.440754503,0.445031941,0.536211967,0.648521304,0.608915269,0.813264549,0.878816903,,,
3037,7/15/25,0.877269804,0.295108199,0.315237314,0.329223007,0.42679441,0.332428753,0.777070403,0.877269804,,,
3037,7/22/25,0.868875861,0.777070403,0.877269804,0.74575448,0.591211915,0.662244439,0.830494702,0.868875861,,,
3040,7/14/25,0.88068217,0.789136291,0.747125447,0.831775248,0.734610021,0.722390354,0.817874372,0.88068217,,,
3040,8/8/25,0.889001012,0.567185998,0.556557715,0.555197597,0.789738834,0.72597152,0.696582973,0.889001012,,,
300009,8/11/25,0.854240656,0.732835114,0.772913456,0.712647676,0.561768353,0.483409226,0.502326608,0.854240656,,,
300019,7/10/25,0.900970936,0.661909938,0.705645919,0.637511373,0.651771963,0.742900729,0.740044951,0.900970936,,,
300021,7/22/25,0.852353454,0.276973188,0.291865408,0.374342829,0.331553251,0.294187725,0.632585526,0.852353454,,,
300021,7/23/25,0.87616539,0.291865408,0.374342829,0.331553251,0.294187725,0.632585526,0.852353454,0.87616539,,,
300066,7/18/25,0.876246631,0.671536148,0.839624524,0.792872131,0.706378281,0.629679024,0.742329597,0.876246631,,,
300069,8/7/25,0.863162458,0.552716196,0.675442696,0.701311231,0.654178739,0.833378255,0.770849347,0.863162458,,,
300086,7/24/25,0.899882734,0.578643918,0.701013565,0.746424198,0.769164681,0.832092047,0.791385591,0.899882734,,,
300086,7/28/25,0.867569089,0.746424198,0.769164681,0.832092047,0.791385591,0.899882734,0.839739323,0.867569089,,,
300086,7/30/25,0.879439533,0.832092047,0.791385591,0.899882734,0.839739323,0.867569089,0.809271872,0.879439533,,,
300095,7/22/25,0.856880128,0.735484898,0.682530165,0.744898021,0.706479311,0.790672123,0.807922065,0.856880128,,,
300145,8/13/25,0.905607343,0.635478079,0.671163976,0.80365634,0.652435482,0.796017528,0.732046843,0.905607343,,,
300149,7/29/25,0.892016709,0.675877571,0.734126627,0.747995794,0.696639538,0.768611908,0.668366194,0.892016709,,,
300152,7/23/25,0.876541555,0.578380227,0.673211157,0.746225715,0.79232353,0.751883388,0.732749939,0.876541555,,,
300158,7/24/25,0.888260782,0.566992283,0.501754284,0.505012274,0.502391219,0.480807841,0.828759313,0.888260782,,,
300158,7/29/25,0.876490355,0.502391219,0.480807841,0.828759313,0.888260782,0.690220594,0.744719386,0.876490355,,,
300158,7/31/25,0.917169154,0.828759313,0.888260782,0.690220594,0.744719386,0.876490355,0.754179955,0.917169154,,,
300158,8/1/25,0.871738851,0.888260782,0.690220594,0.744719386,0.876490355,0.754179955,0.917169154,0.871738851,,,
300174,7/22/25,0.873903275,0.648296118,0.812645912,0.699412167,0.634390116,0.68637383,0.76577872,0.873903275,,,
300174,7/23/25,0.873903275,0.812645912,0.699412167,0.634390116,0.68637383,0.76577872,0.873903275,0.873903275,,,
300174,7/24/25,0.873903275,0.699412167,0.634390116,0.68637383,0.76577872,0.873903275,0.873903275,0.873903275,,,
300180,7/7/25,0.872044086,0.733679354,0.757862568,0.699153006,0.616925716,0.476195246,0.630856276,0.872044086,,,
300205,7/28/25,0.862111449,0.440456927,0.437109143,0.504656971,0.42299062,0.41258797,0.50609231,0.862111449,,,
300225,8/7/25,0.877141178,0.379484564,0.363567203,0.396732837,0.351816744,0.417537272,0.427361935,0.877141178,,,
300267,7/28/25,0.861486971,0.686119258,0.59230274,0.589621365,0.555391908,0.757960379,0.774611652,0.861486971,,,
300289,7/31/25,0.865112364,0.370177239,0.462044328,0.668085337,0.678136945,0.510374367,0.507396579,0.865112364,,,
300304,8/13/25,0.861281931,0.265022695,0.273419529,0.525827467,0.673822284,0.812896729,0.75227046,0.861281931,,,
300324,7/3/25,0.875873744,0.738339961,0.722592592,0.671272755,0.628933907,0.841125131,0.769161165,0.875873744,,,
300329,7/29/25,0.876081467,0.751689792,0.733658433,0.68800801,0.795357287,0.76767534,0.655894697,0.876081467,,,
300329,7/30/25,0.881028056,0.733658433,0.68800801,0.795357287,0.76767534,0.655894697,0.876081467,0.881028056,,,
300329,7/31/25,0.857919157,0.68800801,0.795357287,0.76767534,0.655894697,0.876081467,0.881028056,0.857919157,,,
300329,8/7/25,0.864209831,0.881028056,0.857919157,0.765869379,0.652727962,0.815196216,0.801409245,0.864209831,,,
300335,7/7/25,0.859454513,0.358151287,0.44907704,0.387587607,0.404030055,0.340780646,0.711711347,0.859454513,,,
300344,7/16/25,0.851725936,0.542046905,0.486701846,0.495939761,0.512517869,0.508082449,0.621814728,0.851725936,,,
300344,7/17/25,0.907799363,0.486701846,0.495939761,0.512517869,0.508082449,0.621814728,0.851725936,0.907799363,,,
300344,7/24/25,0.860598207,0.851725936,0.907799363,0.556322277,0.613577366,0.55621928,0.730235577,0.860598207,,,
300370,7/1/25,0.879180372,0.825524509,0.677282691,0.717618704,0.761893868,0.876235604,0.738597572,0.879180372,,,
300400,8/11/25,0.931029975,0.703111529,0.682026923,0.679105759,0.791754961,0.786718965,0.818335652,0.931029975,,,
300400,8/12/25,0.852207065,0.682026923,0.679105759,0.791754961,0.786718965,0.818335652,0.931029975,0.852207065,,,
300400,8/13/25,0.876698017,0.679105759,0.791754961,0.786718965,0.818335652,0.931029975,0.852207065,0.876698017,,,
300405,7/1/25,0.850034595,0.562251985,0.715727687,0.751083195,0.603407621,0.479980946,0.500510931,0.850034595,,,
300411,7/22/25,0.85379523,0.323040336,0.381927073,0.359388649,0.580426812,0.495779574,0.786554873,0.85379523,,,
300414,7/29/25,0.892718136,0.74027729,0.792421281,0.721202016,0.83817184,0.786017716,0.718187034,0.892718136,,,
300414,8/6/25,0.870307267,0.892718136,0.817701876,0.79292804,0.800107121,0.802700877,0.748850763,0.870307267,,,
300436,7/22/25,0.860453367,0.823892713,0.841556191,0.782857478,0.730976045,0.661116958,0.60390389,0.860453367,,,
300436,7/23/25,0.857686043,0.841556191,0.782857478,0.730976045,0.661116958,0.60390389,0.860453367,0.857686043,,,
300436,7/28/25,0.879082143,0.661116958,0.60390389,0.860453367,0.857686043,0.834627092,0.738827765,0.879082143,,,
300436,7/29/25,0.898010433,0.60390389,0.860453367,0.857686043,0.834627092,0.738827765,0.879082143,0.898010433,,,
300472,7/1/25,0.907802105,0.652816176,0.704878867,0.791133702,0.884792984,0.817714989,0.821197391,0.907802105,,,
300486,8/1/25,0.855859816,0.573302567,0.651189506,0.66826874,0.575737953,0.783497334,0.842414439,0.855859816,,,
300486,8/4/25,0.868844926,0.651189506,0.66826874,0.575737953,0.783497334,0.842414439,0.855859816,0.868844926,,,
300486,8/5/25,0.957683027,0.66826874,0.575737953,0.783497334,0.842414439,0.855859816,0.868844926,0.957683027,,,
300486,8/6/25,0.950020194,0.575737953,0.783497334,0.842414439,0.855859816,0.868844926,0.957683027,0.950020194,,,
300486,8/7/25,0.952993393,0.783497334,0.842414439,0.855859816,0.868844926,0.957683027,0.950020194,0.952993393,,,
300486,8/8/25,0.881354451,0.842414439,0.855859816,0.868844926,0.957683027,0.950020194,0.952993393,0.881354451,,,
300486,8/11/25,0.866181195,0.855859816,0.868844926,0.957683027,0.950020194,0.952993393,0.881354451,0.866181195,,,
300486,8/12/25,0.863475561,0.868844926,0.957683027,0.950020194,0.952993393,0.881354451,0.866181195,0.863475561,,,
300490,7/21/25,0.861390173,0.300736815,0.403477162,0.455107421,0.448400944,0.607975423,0.607905209,0.861390173,,,
300519,8/1/25,0.855839133,0.450843036,0.397366315,0.369072706,0.537691414,0.618064582,0.752538681,0.855839133,,,
300522,7/17/25,0.893232882,0.715304613,0.724831998,0.665157378,0.615988255,0.799421191,0.676997423,0.893232882,,,
300527,7/1/25,0.850167513,0.64097482,0.66247195,0.675668955,0.704933167,0.692181885,0.704918742,0.850167513,,,
300527,7/2/25,0.886745214,0.66247195,0.675668955,0.704933167,0.692181885,0.704918742,0.850167513,0.886745214,,,
300527,7/3/25,0.895976424,0.675668955,0.704933167,0.692181885,0.704918742,0.850167513,0.886745214,0.895976424,,,
300527,7/4/25,0.85398072,0.704933167,0.692181885,0.704918742,0.850167513,0.886745214,0.895976424,0.85398072,,,
300527,7/7/25,0.879483461,0.692181885,0.704918742,0.850167513,0.886745214,0.895976424,0.85398072,0.879483461,,,
300527,7/31/25,0.851871669,0.687703133,0.69639796,0.529947519,0.461538076,0.544510245,0.776284933,0.851871669,,,
300528,7/24/25,0.874189258,0.458680511,0.552787244,0.444249421,0.656908691,0.782518983,0.748792827,0.874189258,,,
300528,7/25/25,0.867101252,0.552787244,0.444249421,0.656908691,0.782518983,0.748792827,0.874189258,0.867101252,,,
300528,7/28/25,0.949612677,0.444249421,0.656908691,0.782518983,0.748792827,0.874189258,0.867101252,0.949612677,,,
300528,7/29/25,0.903223693,0.656908691,0.782518983,0.748792827,0.874189258,0.867101252,0.949612677,0.903223693,,,
300528,7/30/25,0.97161001,0.782518983,0.748792827,0.874189258,0.867101252,0.949612677,0.903223693,0.97161001,,,
300528,8/1/25,0.948991954,0.874189258,0.867101252,0.949612677,0.903223693,0.97161001,0.838477552,0.948991954,,,
300528,8/6/25,0.861910522,0.903223693,0.97161001,0.838477552,0.948991954,0.837596178,0.745643556,0.861910522,,,
300533,7/15/25,0.859136522,0.8302477,0.800439417,0.7777372,0.757305086,0.789892733,0.786860049,0.859136522,,,
300537,7/1/25,0.856278777,0.661431193,0.691890597,0.672685564,0.70880568,0.73341912,0.869807065,0.856278777,,,
300537,7/2/25,0.853586733,0.691890597,0.672685564,0.70880568,0.73341912,0.869807065,0.856278777,0.853586733,,,
300537,7/7/25,0.876571,0.73341912,0.869807065,0.856278777,0.853586733,0.741846204,0.840373814,0.876571,,,
300537,7/9/25,0.862942576,0.856278777,0.853586733,0.741846204,0.840373814,0.876571,0.831395686,0.862942576,,,
300539,7/24/25,0.868664026,0.553459764,0.519524872,0.491840303,0.670305312,0.774026334,0.745462298,0.868664026,,,
300539,7/28/25,0.85175395,0.491840303,0.670305312,0.774026334,0.745462298,0.868664026,0.846248031,0.85175395,,,
300539,7/29/25,0.951610804,0.670305312,0.774026334,0.745462298,0.868664026,0.846248031,0.85175395,0.951610804,,,
300539,8/1/25,0.888435304,0.868664026,0.846248031,0.85175395,0.951610804,0.8373698,0.846531332,0.888435304,,,
300539,8/4/25,0.870406032,0.846248031,0.85175395,0.951610804,0.8373698,0.846531332,0.888435304,0.870406032,,,
300546,7/1/25,0.885113657,0.768199384,0.782196462,0.698523164,0.819792926,0.774396777,0.827258527,0.885113657,,,
300551,7/11/25,0.851448774,0.389375746,0.46063301,0.599469841,0.675487161,0.630057096,0.666602969,0.851448774,,,
300554,8/1/25,0.877392292,0.617672503,0.606396198,0.690611005,0.56622684,0.529344916,0.816446483,0.877392292,,,
300564,7/22/25,0.909190893,0.611532807,0.616676867,0.602553725,0.644162655,0.625158012,0.845313728,0.909190893,,,
300588,7/28/25,0.884317338,0.798313141,0.743643224,0.63374269,0.559709549,0.467172652,0.801360667,0.884317338,,,
300591,7/1/25,0.89363414,0.84703517,0.816844642,0.938516319,0.892381489,0.890773118,0.796313286,0.89363414,,,
300591,7/3/25,0.933653831,0.938516319,0.892381489,0.890773118,0.796313286,0.89363414,0.811574221,0.933653831,,,
300591,7/4/25,0.851789594,0.892381489,0.890773118,0.796313286,0.89363414,0.811574221,0.933653831,0.851789594,,,
300600,7/1/25,0.856287301,0.731138051,0.676638126,0.884109914,0.911347091,0.725860298,0.851592541,0.856287301,,,
300600,7/3/25,0.886868238,0.884109914,0.911347091,0.725860298,0.851592541,0.856287301,0.81127274,0.886868238,,,
300600,7/11/25,0.884460926,0.886868238,0.71216166,0.787626922,0.701238513,0.68303448,0.635398924,0.884460926,,,
300600,8/7/25,0.892522454,0.802067459,0.799760938,0.834011018,0.804164231,0.797627449,0.828810871,0.892522454,,,
300600,8/12/25,0.873094738,0.804164231,0.797627449,0.828810871,0.892522454,0.772790134,0.809555292,0.873094738,,,
300649,7/2/25,0.852434814,0.727135837,0.868990421,0.77698499,0.836072564,0.902250886,0.775420427,0.852434814,,,
300649,7/4/25,0.862779081,0.77698499,0.836072564,0.902250886,0.775420427,0.852434814,0.789549887,0.862779081,,,
300649,7/7/25,0.887012899,0.836072564,0.902250886,0.775420427,0.852434814,0.789549887,0.862779081,0.887012899,,,
300665,7/10/25,0.852176309,0.816685975,0.49757871,0.75364393,0.772683978,0.783649504,0.722869337,0.852176309,,,
300665,7/21/25,0.891990066,0.764631331,0.777059019,0.728105724,0.739393473,0.773303509,0.758908927,0.891990066,,,
300665,7/22/25,0.884945095,0.777059019,0.728105724,0.739393473,0.773303509,0.758908927,0.891990066,0.884945095,,,
300670,7/2/25,0.853061974,0.617234588,0.567044497,0.426558435,0.441780895,0.420861661,0.418984264,0.853061974,,,
300683,7/28/25,0.875778615,0.770384014,0.489049256,0.685729802,0.36816892,0.831219375,0.597822726,0.875778615,,,
300696,8/5/25,0.87940377,0.669398904,0.707284451,0.777831376,0.760560632,0.763674319,0.845751584,0.87940377,,,
300696,8/6/25,0.887182057,0.707284451,0.777831376,0.760560632,0.763674319,0.845751584,0.87940377,0.887182057,,,
300706,7/25/25,0.857812703,0.650998235,0.689003408,0.770173907,0.791205406,0.782106102,0.842860103,0.857812703,,,
300706,8/7/25,0.851544738,0.826113522,0.830023944,0.736535907,0.847393274,0.831403792,0.789398432,0.851544738,,,
300706,8/13/25,0.851866007,0.831403792,0.789398432,0.851544738,0.617215753,0.73624289,0.825259924,0.851866007,,,
300717,8/11/25,0.854911566,0.541190624,0.678370953,0.66077888,0.670347095,0.814779282,0.81175679,0.854911566,,,
300731,8/8/25,0.900763452,0.746529102,0.633398175,0.736087799,0.844055533,0.764782727,0.677387118,0.900763452,,,
300731,8/11/25,0.853910267,0.633398175,0.736087799,0.844055533,0.764782727,0.677387118,0.900763452,0.853910267,,,
300731,8/12/25,0.856531918,0.736087799,0.844055533,0.764782727,0.677387118,0.900763452,0.853910267,0.856531918,,,
300731,8/13/25,0.878422976,0.844055533,0.764782727,0.677387118,0.900763452,0.853910267,0.856531918,0.878422976,,,
300732,7/31/25,0.89012599,0.787585974,0.772136271,0.780625343,0.768162668,0.783290148,0.808897197,0.89012599,,,
300732,8/8/25,0.878579557,0.89012599,0.799356461,0.767966092,0.788311303,0.796887934,0.396780729,0.878579557,,,
300830,8/4/25,0.87158072,0.743509769,0.684134901,0.675162315,0.679599464,0.79935056,0.759299159,0.87158072,,,
300830,8/7/25,0.903539419,0.679599464,0.79935056,0.759299159,0.87158072,0.82374388,0.848055959,0.903539419,,,
300830,8/8/25,0.908965468,0.79935056,0.759299159,0.87158072,0.82374388,0.848055959,0.903539419,0.908965468,,,
300858,8/4/25,0.868639946,0.579119563,0.507149279,0.55221504,0.577006102,0.569858968,0.711180568,0.868639946,,,
300875,8/6/25,0.871867955,0.578533649,0.739866555,0.746399641,0.72538197,0.731838882,0.740264773,0.871867955,,,
300875,8/12/25,0.893468261,0.731838882,0.740264773,0.871867955,0.759447098,0.695993125,0.808838367,0.893468261,,,
300875,8/13/25,0.858046353,0.740264773,0.871867955,0.759447098,0.695993125,0.808838367,0.893468261,0.858046353,,,
300885,7/23/25,0.914843798,0.374300867,0.419890255,0.63725096,0.547657728,0.797597647,0.708112299,0.914843798,,,
300885,7/25/25,0.853968501,0.63725096,0.547657728,0.797597647,0.708112299,0.914843798,0.8390131,0.853968501,,,
300885,7/29/25,0.89228493,0.797597647,0.708112299,0.914843798,0.8390131,0.853968501,0.815505862,0.89228493,,,
300885,7/30/25,0.895311236,0.708112299,0.914843798,0.8390131,0.853968501,0.815505862,0.89228493,0.895311236,,,
300885,7/31/25,0.938240945,0.914843798,0.8390131,0.853968501,0.815505862,0.89228493,0.895311236,0.938240945,,,
300885,8/1/25,0.896080017,0.8390131,0.853968501,0.815505862,0.89228493,0.895311236,0.938240945,0.896080017,,,
300885,8/4/25,0.902022302,0.853968501,0.815505862,0.89228493,0.895311236,0.938240945,0.896080017,0.902022302,,,
300885,8/6/25,0.8860448,0.89228493,0.895311236,0.938240945,0.896080017,0.902022302,0.806723535,0.8860448,,,
300885,8/12/25,0.857376695,0.902022302,0.806723535,0.8860448,0.830727577,0.825876832,0.810155153,0.857376695,,,
300950,7/1/25,0.886143744,0.75947994,0.723491967,0.760985911,0.685771942,0.658382475,0.874875367,0.886143744,,,
300950,7/7/25,0.930922329,0.658382475,0.874875367,0.886143744,0.799515367,0.834177136,0.758562446,0.930922329,,,
300950,7/8/25,0.966464698,0.874875367,0.886143744,0.799515367,0.834177136,0.758562446,0.930922329,0.966464698,,,
300950,7/9/25,0.966464698,0.886143744,0.799515367,0.834177136,0.758562446,0.930922329,0.966464698,0.966464698,,,
300950,7/10/25,0.966464698,0.799515367,0.834177136,0.758562446,0.930922329,0.966464698,0.966464698,0.966464698,,,
300950,7/11/25,0.966464698,0.834177136,0.758562446,0.930922329,0.966464698,0.966464698,0.966464698,0.966464698,,,
300950,7/14/25,0.908128262,0.758562446,0.930922329,0.966464698,0.966464698,0.966464698,0.966464698,0.908128262,,,
300950,8/1/25,0.857074082,0.484088778,0.602874517,0.743928313,0.627250671,0.719723642,0.681556582,0.857074082,,,
300961,7/3/25,0.850250006,0.717197299,0.784567058,0.713351369,0.665337443,0.661339223,0.844796598,0.850250006,,,
300965,7/30/25,0.851436675,0.667617261,0.656401396,0.553871989,0.662501395,0.645795524,0.676104903,0.851436675,,,
300993,7/7/25,0.866511166,0.857028782,0.815288305,0.6520679,0.753787458,0.844692111,0.762758255,0.866511166,,,
300993,8/11/25,0.861784101,0.609506011,0.680336595,0.723732233,0.776677728,0.694003463,0.659285545,0.861784101,,,
300996,7/14/25,0.856752336,0.370660871,0.603209853,0.660000205,0.715656579,0.763545811,0.545468748,0.856752336,,,
300996,7/15/25,0.932374001,0.603209853,0.660000205,0.715656579,0.763545811,0.545468748,0.856752336,0.932374001,,,
300996,7/18/25,0.86366713,0.763545811,0.545468748,0.856752336,0.932374001,0.822314382,0.772134125,0.86366713,,,
301012,7/14/25,0.857991695,0.447237194,0.538842618,0.556094825,0.642875969,0.595752001,0.481984586,0.857991695,,,
301012,7/15/25,0.889261842,0.538842618,0.556094825,0.642875969,0.595752001,0.481984586,0.857991695,0.889261842,,,
301022,8/11/25,0.850939393,0.728797019,0.665866911,0.736148775,0.827192724,0.760445297,0.719287753,0.850939393,,,
301038,7/22/25,0.883802235,0.449005097,0.460278749,0.382405311,0.420662999,0.543695569,0.824117005,0.883802235,,,
301038,7/28/25,0.944983482,0.543695569,0.824117005,0.883802235,0.622000813,0.591747403,0.754389942,0.944983482,,,
301038,7/29/25,0.888493657,0.824117005,0.883802235,0.622000813,0.591747403,0.754389942,0.944983482,0.888493657,,,
301038,7/30/25,0.872378469,0.883802235,0.622000813,0.591747403,0.754389942,0.944983482,0.888493657,0.872378469,,,
301038,7/31/25,0.886645198,0.622000813,0.591747403,0.754389942,0.944983482,0.888493657,0.872378469,0.886645198,,,
301038,8/5/25,0.872877598,0.944983482,0.888493657,0.872378469,0.886645198,0.714749336,0.551485777,0.872877598,,,
301038,8/6/25,0.866853476,0.888493657,0.872378469,0.886645198,0.714749336,0.551485777,0.872877598,0.866853476,,,
301079,7/1/25,0.94045192,0.754255533,0.643089652,0.438229859,0.590111732,0.617570102,0.959627986,0.94045192,,,
301079,7/2/25,0.94045192,0.643089652,0.438229859,0.590111732,0.617570102,0.959627986,0.94045192,0.94045192,,,
301079,7/3/25,0.94045192,0.438229859,0.590111732,0.617570102,0.959627986,0.94045192,0.94045192,0.94045192,,,
301079,7/4/25,0.94045192,0.590111732,0.617570102,0.959627986,0.94045192,0.94045192,0.94045192,0.94045192,,,
301079,7/7/25,0.852632761,0.617570102,0.959627986,0.94045192,0.94045192,0.94045192,0.94045192,0.852632761,,,
301117,8/6/25,0.860838771,0.739986837,0.706706703,0.719031155,0.743292272,0.803442001,0.789557278,0.860838771,,,
301117,8/12/25,0.859713078,0.803442001,0.789557278,0.860838771,0.806971073,0.762679994,0.722860932,0.859713078,,,
301117,8/13/25,0.852739275,0.789557278,0.860838771,0.806971073,0.762679994,0.722860932,0.859713078,0.852739275,,,
301120,7/10/25,0.852529943,0.762999356,0.7373873,0.677136481,0.808710039,0.817371786,0.843258083,0.852529943,,,
301120,8/12/25,0.854254127,0.822261453,0.823917389,0.835175097,0.828004479,0.730742037,0.819349468,0.854254127,,,
301150,7/29/25,0.852351308,0.738926232,0.662324965,0.538711309,0.798885703,0.830036998,0.781304896,0.852351308,,,
