strategy,trades,win_rate,avg_win,avg_loss,expectancy
S1,99066,0.38770112854056893,0.04085965745160148,-0.023675468937938628,0.0013448723937943222
S2,28344,0.3384137736381598,0.11324071567860397,-0.04566236870592875,0.008112623723383908
S3,49283,0.48018586530852425,0.06250420006733792,-0.05951662308087378,-0.0009239485317913414
