date,market_state_index,market_state_stock,adx14,s1_entry,s1_reason,s1_stop,s1_pos,s2_entry,s2_reason,s2_stop,s2_pos,s3_long_entry,s3_reason,s3_stop,s3_pos,s4_pyramid,s4_reason,ema20,ema50,ema200,macd_dif,macd_dea,macd_hist,rsi14,atr14,obv,boll_mid,boll_up,boll_low,boll_bw,plus_di14,minus_di14,psar,close,open,code,symbol,strategy,confidence,entry_price_ref,stop_ref,pos_ref,key_notes
2025-09-18,trend_ok,trend,37.300837273378434,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,8.723142857142857,0.10717871485943764,0,,8.928357142857143,0.19292168674698776,0,,8.865428571428572,0.16076807228915646,0,,9.20724764543988,9.10444450974089,8.760559674520387,-0.001202627174329507,-0.004822331512231215,0.003619704337901708,54.014598540146025,0.2371428571428574,1271472672.0,9.1655,9.549521655090858,8.781478344909141,0.08379720802811819,23.795180722891565,15.060240963855351,8.766,9.15,9.3,11,11,S1,23,,8.723142857142857,0.10717871485943764,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,trend,54.927884503883,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,4.503428571428572,0.07395013123359584,0,,4.4915714285714285,0.1331102362204725,0,,4.612285714285714,0.11092519685039376,0,,4.733734689672101,4.564384861609081,4.541618454033164,0.15126563817244154,0.1283861494368044,0.022879488735637138,64.24242424242425,0.18142857142857136,2120410892.0,4.673,5.184060816238906,4.161939183761094,0.21872921730747114,40.15748031496063,8.66141732283464,4.762728322252759,4.83,4.95,35,35,S1,32,,4.503428571428572,0.07395013123359584,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,range,17.259143743684593,0,,7.596714285714285,0.07758667758667753,0,,8.457285714285716,0.13965601965601956,1,mean_revert_long: rsi_low & near_lower_band,7.7711428571428565,0.11638001638001631,0,,8.614509290874812,8.44724185366829,7.110581513998545,-0.08361092880126364,0.0028553476354616384,-0.08646627643672528,16.4473684210526,0.29071428571428587,572191644.0,8.748000000000001,9.360693793187792,8.13530620681221,0.1400763130287588,18.18181818181818,32.67813267813262,9.2302,8.12,8.37,42,42,S3,8,,7.7711428571428565,0.11638001638001631,mean_revert_long: rsi_low & near_lower_band
2025-09-18,trend_ok,trend,38.33660918394462,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,16.065,0.08260869565217394,0,,16.011,0.1486956521739131,0,,16.41,0.12391304347826092,0,,16.687231787615367,16.382172246669004,16.033893402075556,0.28941376787703277,0.20068121257102062,0.08873255530601215,66.55290102389085,0.5749999999999998,310433492.0,16.586,17.582866670069436,15.58913332993056,0.12020579646321453,33.6645962732919,12.298136645962762,16.0823293696,17.1,17.41,48,48,S1,24,,16.065,0.08260869565217394,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,range,13.899193767769683,0,,6.885142857142856,0.2,0,,7.075857142857143,0.2,1,mean_revert_long: rsi_low & near_lower_band,6.943428571428571,0.2,0,,7.155834613809791,7.1251351197535,6.9024809902248885,-0.010093253392890134,0.0014330771497159402,-0.011526330542606074,34.37500000000003,0.09714285714285717,190668555.0,7.173,7.2835203005879965,7.062479699412004,0.030815642154745977,16.176470588235336,23.529411764705962,7.24,7.06,7.18,89,89,S3,6,,6.943428571428571,0.2,mean_revert_long: rsi_low & near_lower_band
2025-09-18,trend_ok,range,18.872417384309095,0,,21.126000000000005,0.09129901960784326,0,,22.860500000000002,0.16433823529411787,1,mean_revert_long: rsi_low & near_lower_band,21.534000000000002,0.1369485294117649,0,,23.18089870153531,23.046478069660804,22.38618785227263,-0.15111145270291715,-0.009469139300539145,-0.141642313402378,26.252505010020045,0.6799999999999992,5160348652.0,23.5405,25.27106090694081,21.809939093059192,0.14702838996119955,14.810924369747994,30.567226890756373,24.268631778280973,22.35,22.79,99,99,S3,9,,21.534000000000002,0.1369485294117649,mean_revert_long: rsi_low & near_lower_band
2025-09-18,trend_ok,trend,26.416218288563005,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,2.999142857142857,0.0761178861788618,0,,2.988857142857143,0.13701219512195123,0,,3.0694285714285714,0.11417682926829269,0,,3.1430086492720912,3.0511000346975092,3.017745895489014,0.07765851894399711,0.05268254046563212,0.02497597847836499,63.52941176470586,0.11714285714285715,1755778686.0,3.106,3.3973778519921125,2.8146221480078872,0.18762257050361406,30.487804878048777,9.756097560975643,3.028914228749107,3.21,3.35,402,402,S1,18,,2.999142857142857,0.0761178861788618,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,trend,55.97773243061154,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,21.524,0.04567271352985639,0,,21.4435,0.0822108843537415,0,,22.406000000000002,0.06850907029478459,0,,23.183316006925047,20.869771561313524,16.35826859134139,1.4420584104097536,1.3554098012829865,0.08664860912676708,63.70656370656372,1.47,5727813515.0,22.9135,26.695397463053773,19.131602536946225,0.3301021199776354,32.118561710398424,16.71525753158407,22.833152415168986,24.17,24.5,426,426,S1,32,,21.524,0.04567271352985639,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,trend,54.19080019303848,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,7.373,0.10025839793281663,0,,7.551000000000001,0.18046511627906994,0,,7.502,0.15038759689922496,0,,7.781310806322613,7.644840320824961,7.3509817302454445,0.1320005640155797,0.1317041915538036,0.0002963724617760788,54.90196078431371,0.2149999999999998,1861638900.0,7.766000000000001,8.214595468921749,7.317404531078252,0.11552806307539225,30.897009966777457,12.956810631229208,8.38,7.76,7.91,430,430,S1,32,,7.373,0.10025839793281663,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,range,15.54895186362675,0,,5.848285714285714,0.12597517730496455,0,,6.274214285714287,0.2,1,mean_revert_long: rsi_low & near_lower_band,5.928857142857143,0.18896276595744682,0,,6.359305190195013,6.390283594750892,6.175983878048979,-0.06671784104105516,-0.034199698840780536,-0.03251814220027462,24.705882352941174,0.13428571428571429,928338672.0,6.408500000000001,6.6772417073382435,6.139758292661758,0.08387039317726223,11.170212765957398,29.78723404255322,6.424389997269877,6.09,6.26,531,531,S3,7,,5.928857142857143,0.18896276595744682,mean_revert_long: rsi_low & near_lower_band
2025-09-18,trend_ok,trend,36.7520461902548,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,3.122,0.05920138888888887,0,,3.154,0.10656249999999998,0,,3.218,0.08880208333333331,0,,3.334806278905189,3.106595680998559,2.65279917281757,0.1348162846088874,0.12659864028511789,0.008217644323769507,63.71681415929204,0.16000000000000006,4286870877.0,3.314,3.6476812219689476,2.9803187780310525,0.20137671814661892,38.83928571428569,11.160714285714283,3.1788535311489023,3.41,3.51,545,545,S1,23,,3.122,0.05920138888888887,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,trend,32.91371629787639,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,3.5715714285714286,0.1110262934690415,0,,3.584928571428572,0.19984732824427473,0,,3.6277142857142857,0.1665394402035623,0,,3.679798685042028,3.6523927750849623,3.503017142343824,0.013920485471767385,-0.004849212945182724,0.018769698416950108,51.764705882352956,0.09357142857142861,5901959629.0,3.6785000000000005,3.89177274358867,3.465227256411331,0.11595636459897764,33.587786259541964,15.267175572519092,3.5330239999999997,3.74,3.84,563,563,S1,21,,3.5715714285714286,0.1110262934690415,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,trend,47.558334406622144,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,5.7705714285714285,0.12067583046964488,0,,5.859428571428571,0.2,0,,5.853714285714285,0.18101374570446732,0,,6.033910506471828,6.106589428372604,5.553863120012028,-0.07262457401111444,-0.09027588528312507,0.017651311272010625,50.56179775280897,0.1385714285714286,2552784569.0,5.998,6.21189618731268,5.78410381268732,0.07132250327198403,20.103092783505087,10.824742268041188,5.813658206150132,6.02,5.95,566,566,S1,28,,5.7705714285714285,0.12067583046964488,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,trend,28.248727683744768,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,6.273714285714285,0.1041779584462511,0,,6.335285714285714,0.187520325203252,0,,6.379142857142857,0.15626693766937666,0,,6.535518470768667,6.469878508654658,6.325629093152561,0.010364338427260478,-0.018828898810575964,0.029193237237836442,55.462184873949575,0.17571428571428577,1377185862.0,6.511,6.9087251100424565,6.113274889957544,0.12217020735446363,22.357723577235795,20.325203252032548,6.2326158464,6.59,6.7,567,567,S1,19,,6.273714285714285,0.1041779584462511,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,trend,25.371810458293652,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,4.497857142857143,0.06234972677595633,0,,4.556142857142857,0.11222950819672138,0,,4.628571428571428,0.0935245901639345,0,,4.839935177762509,4.71633178528427,4.273784703984562,0.10641958521427064,0.08944863819442199,0.01697094701984865,61.006289308176086,0.21785714285714272,928542517.0,4.773999999999999,5.268278847359857,4.279721152640141,0.20707115515704164,24.918032786885252,15.081967213114734,4.732951934574464,4.89,5.06,571,571,S1,17,,4.497857142857143,0.06234972677595633,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,trend,66.89776557053969,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,17.596999999999998,0.04029281989570797,0,,17.797499999999996,0.07252707581227434,0,,18.428,0.060439229843561953,0,,19.43628984472716,17.740908948577616,15.194013234437296,1.247200854427927,1.1373054506665972,0.10989540376132978,61.39455782312925,1.3850000000000005,1466761860.0,19.182499999999997,22.854854042099827,15.510145957900168,0.3828858638967632,38.73130479628672,13.460546673543073,23.11,20.09,20.7,603,603,S1,38,,17.596999999999998,0.04029281989570797,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,trend,36.254049801937065,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,6.755857142857143,0.07777777777777777,0,,6.989142857142857,0.13999999999999999,0,,6.910571428571428,0.11666666666666665,0,,7.305338527002368,7.2695822525703475,7.128906721790054,0.055562309043880376,0.018326679523630398,0.037235629520249974,53.260869565217384,0.2578571428571429,418417100.0,7.247,7.694453614179119,6.7995463858208804,0.12348657766775754,31.85595567867034,15.512465373961257,7.01306594830336,7.22,7.41,605,605,S1,23,,6.755857142857143,0.07777777777777777,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,trend,50.983768843342645,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,2.7084285714285716,0.05309487569761544,0,,2.7480714285714285,0.0955707762557078,0,,2.8022857142857145,0.07964231354642318,0,,2.9699899882551097,2.93461347459178,2.8702363372308324,0.05598393645490596,0.03776701512249233,0.01821692133241363,61.34453781512605,0.1564285714285714,1166199514.0,2.9045,3.3165028104146055,2.4924971895853947,0.2836996456633537,27.853881278538793,22.374429223744286,2.8999265349367236,2.99,3.06,659,659,S1,30,,2.7084285714285716,0.05309487569761544,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,range,18.008965954709442,0,,9.373142857142858,0.11479250334672014,1,squeeze_breakout & adx_rising & obv_confirm,9.196357142857144,0.2,0,,9.515428571428572,0.17218875502008024,0,,9.451698781864973,9.296934388745795,8.581477677848005,0.039243364948443826,0.029022344088092563,0.010221020860351263,67.9738562091503,0.2371428571428573,1003926035.0,9.4335,9.734255189831853,9.132744810168148,0.06376322464236012,37.349397590361434,13.554216867469902,9.181590443580113,9.8,9.38,705,705,S2,19,,9.196357142857144,0.2,squeeze_breakout & adx_rising & obv_confirm
2025-09-18,trend_ok,trend,37.04214569948651,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,5.569,0.068140589569161,0,,5.685,0.12265306122448981,0,,5.716,0.10221088435374151,0,,5.884153714645233,5.536130415748995,5.073308325439514,0.2275036655493965,0.22279207329526518,0.004711592254131314,52.09580838323352,0.24499999999999997,1241064330.0,5.93,6.325767076633808,5.534232923366192,0.13347962112438716,24.198250728862977,21.86588921282799,5.776866329600001,6.01,6.3,782,782,S1,23,,5.569,0.068140589569161,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,trend,36.269263303671465,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,18.362142857142857,0.06629470672389123,0,,18.441857142857142,0.11933047210300422,0,,18.861428571428572,0.09944206008583686,0,,19.275137200246938,18.022652824271542,16.078174081674582,0.82196811850066,0.763293547727662,0.05867457077299798,54.01709401709401,0.8321428571428575,9272777075.0,19.274,21.13105369363734,17.41694630636266,0.19270039365335062,25.751072961373378,24.377682403433493,18.7045037056,19.86,20.42,807,807,S1,23,,18.362142857142857,0.06629470672389123,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,trend,40.62592404155135,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,2.9465714285714286,0.05355461393596987,0,,2.9519285714285717,0.09639830508474576,0,,3.0477142857142856,0.0803319209039548,0,,3.166240766753484,3.0933571426262465,2.9971948595959934,0.08421318151248025,0.0685933520537135,0.015619829458766749,61.9047619047619,0.16857142857142857,-100748012.0,3.1205000000000003,3.532298366602983,2.7087016333970175,0.26393101528792356,34.7457627118644,7.203389830508472,3.0441647704834045,3.25,3.22,809,809,S1,25,,2.9465714285714286,0.05355461393596987,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,trend,51.421937385193125,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,12.408142857142856,0.057053817571616934,0,,12.386857142857144,0.10269687162891047,0,,12.805428571428571,0.0855807263574254,0,,13.169231962574791,12.532003666095344,12.11531480869977,0.49689860940597796,0.42777642732355675,0.06912218208242121,59.49820788530467,0.662142857142857,3581094607.0,13.049000000000001,14.434639126711403,11.6633608732886,0.21237476078035122,34.9514563106796,11.866235167206058,13.035421995035321,13.6,14.0,810,810,S1,30,,12.408142857142856,0.057053817571616934,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,trend,34.63739838501739,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,4.6852857142857145,0.11410512308715916,0,,4.710214285714287,0.2,0,,4.756857142857143,0.17115768463073874,0,,4.835594668690063,4.793779119755244,4.647566054185812,0.01876481772827887,0.0018146140673037548,0.016950203660975115,57.14285714285719,0.11928571428571415,4821822096.0,4.8295,5.059600664469569,4.599399335530432,0.09528964260050458,19.760479041916195,16.766467065868245,4.606256,4.9,4.99,812,812,S1,22,,4.6852857142857145,0.11410512308715916,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,trend,47.690947518058586,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,2.740571428571428,0.09094982078853044,0,,2.7044285714285716,0.1637096774193548,0,,2.7937142857142856,0.13642473118279566,0,,2.837067211063807,2.8163064206900983,2.7370839866881256,0.020949462906180383,-0.006673222715481936,0.02762268562166232,70.58823529411762,0.08857142857142859,-223083655.0,2.793,2.98735182422364,2.5986481757763604,0.13917065823389882,24.193548387096794,8.064516129032299,2.7578204259102725,2.9,2.96,838,838,S1,28,,2.740571428571428,0.09094982078853044,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,trend,58.6186944044875,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,5.253857142857143,0.06388088376561002,0,,5.271142857142857,0.11498559077809802,0,,5.402571428571429,0.09582132564841503,0,,5.594787874382224,5.420373700910526,5.270590491685893,0.15736090694870963,0.1256528250849088,0.031708081863800835,62.21198156682029,0.24785714285714278,7056870692.0,5.519,6.072035641756153,4.9659643582438475,0.20041153895856229,47.838616714697395,11.527377521613847,5.457923116328687,5.7,5.86,875,875,S1,34,,5.253857142857143,0.06388088376561002,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,trend,30.19381945129187,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,14.055857142857143,0.05333038608900677,0,,14.374142857142855,0.09599469496021219,0,,14.540571428571429,0.07999557913351016,0,,15.247502200534448,14.344579633870143,13.009011542147519,0.5856823778854441,0.536035649251996,0.0496467286334481,55.425709515859765,0.8078571428571429,4695132002.0,15.181999999999999,16.659061093416245,13.704938906583752,0.19458056822767045,21.131741821397014,17.32979664014146,14.6455157248,15.51,15.96,878,878,S1,20,,14.055857142857143,0.05333038608900677,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,trend,41.514505636803996,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,2.076,0.04935897435897436,0,,2.061,0.08884615384615384,0,,2.154,0.07403846153846154,0,,2.2071758386713607,2.1193404491693886,2.0834343891850478,0.08124700828226272,0.06998821135663418,0.011258796925628548,70.42253521126764,0.13,9985170448.0,2.191,2.412848691916972,1.9691513080830276,0.20250907523228864,27.47252747252745,6.043956043956037,2.1878650663475883,2.31,2.34,882,882,S1,25,,2.076,0.04935897435897436,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,trend,40.3255129088313,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,33.137,0.0691444057297716,0,,33.6705,0.12445993031358887,0,,33.998,0.1037166085946574,0,,35.52326528782029,33.496012409361555,28.264373691775788,1.476028264204409,1.3589411292557445,0.1170871349486644,57.08782742681046,1.4349999999999998,1303776516.0,35.1055,40.00145095864676,30.20954904135324,0.27892785795084857,29.91538078646092,21.304131408661036,39.02,35.72,37.0,893,893,S1,25,,33.137,0.0691444057297716,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,range,13.482952390648226,0,,7.855714285714285,0.09757575757575755,0,,8.442785714285714,0.1756363636363636,1,mean_revert_long: rsi_low & near_lower_band,7.997142857142856,0.14636363636363633,0,,8.578576155910278,8.468357661140951,7.79446430111653,0.005211677109469903,0.05557165236951253,-0.05035997526004263,34.25414364640885,0.23571428571428577,920936867.0,8.6785,9.05402910042064,8.302970899579359,0.08654239797675657,20.0,29.696969696969703,9.0,8.28,8.5,905,905,S3,6,,7.997142857142856,0.14636363636363633,mean_revert_long: rsi_low & near_lower_band
2025-09-18,trend_ok,trend,30.20659707141132,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,11.56857142857143,0.12035612535612544,0,,11.60442857142857,0.2,0,,11.735714285714286,0.1805341880341882,0,,11.92659606911589,11.767120878268859,11.32281758499864,0.06336995470296358,0.028325238793585197,0.03504471590937838,56.6820276497696,0.27857142857142836,1387193009.0,11.883,12.308458266863628,11.45754173313637,0.07160788805244953,23.846153846153857,12.56410256410258,11.446681599999998,12.07,12.33,922,922,S1,20,,11.56857142857143,0.12035612535612544,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,trend,25.064912611466127,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,14.37,0.07757575757575758,0,,14.720999999999997,0.13963636363636364,0,,14.7,0.11636363636363639,0,,15.379567148258873,14.781309080788201,14.129240383098024,0.4029514812146715,0.37748156751860995,0.025469913696061552,58.54922279792747,0.5499999999999999,881582333.0,15.270999999999997,16.52720816243521,14.014791837564786,0.16452205650385845,29.740259740259756,18.57142857142859,16.7,15.36,15.8,923,923,S1,17,,14.37,0.07757575757575758,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,trend,32.48191421287337,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,4.003428571428572,0.08961352657004829,0,,3.9690714285714286,0.1613043478260869,0,,4.082285714285715,0.13442028985507243,0,,4.142910525773737,4.061558108132957,4.013299171025541,0.08178033291006681,0.053240218804690244,0.028540114105376567,67.08860759493672,0.13142857142857148,2920910754.0,4.1005,4.4034312932349495,3.7975687067650514,0.14775334385316377,43.47826086956519,13.586956521739102,4.0425520500173535,4.24,4.31,949,949,S1,21,,4.003428571428572,0.08961352657004829,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,trend,28.395704936990878,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,25.449285714285715,0.043434735706580366,0,,25.140714285714285,0.07818252427184466,0,,26.552857142857142,0.06515210355987056,0,,27.590581281778913,25.86704140755665,21.35519364890597,1.1388133860198693,0.87543069692746,0.26338268909240925,63.794466403162055,1.8392857142857146,206654471.0,26.98,30.774394757921964,23.185605242078037,0.281274629942325,29.320388349514563,12.582524271844639,27.069134264894213,28.76,30.2,1206,1206,S1,19,,25.449285714285715,0.043434735706580366,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,trend,26.452630854224033,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,17.655857142857144,0.09291506615450283,0,,18.18864285714286,0.1672471190781051,0,,17.990571428571428,0.13937259923175424,0,,18.70087834447522,18.438028282210738,17.33143517697745,0.116543645816229,0.112867602905725,0.003676042910503996,60.50955414012738,0.5578571428571425,135554298.0,18.7465,19.582159840139695,17.910840159860307,0.0891536916373397,22.023047375160093,15.236875800256108,19.864335600253657,18.66,19.03,1209,1209,S1,18,,17.655857142857144,0.09291506615450283,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,trend,25.53692387854677,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,93.78985714285714,0.046499412143967835,0,,93.98414285714286,0.0836989418591421,0,,97.55657142857143,0.06974911821595176,0,,100.99689759682137,94.65813903577948,80.86289754734355,3.2480485440141678,2.829712684646502,0.4183358593676658,60.53801169590645,6.277857142857144,84867888.0,100.262,109.29214273944217,91.23185726055783,0.18013091179992757,32.495164410058045,14.27921265217887,93.28040069527471,105.09,107.69,1306,1306,S1,17,,93.78985714285714,0.046499412143967835,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm
2025-09-18,trend_ok,range,15.730043090479427,0,,36.88171428571428,0.10113196306225794,0,,39.16878571428572,0.1820375335120643,1,mean_revert_long: rsi_low & near_lower_band,37.521142857142856,0.15169794459338692,0,,39.927546339072144,39.626366612011296,,0.07389934227293793,0.29665134982079117,-0.22275200754785324,30.567081604426036,1.0657142857142858,3089592.0,40.234500000000004,41.86001336020678,38.60898663979323,0.08080196648183893,14.276139410187636,34.78552278820378,42.0,38.8,39.73,1335,1335,S3,7,,37.521142857142856,0.15169794459338692,mean_revert_long: rsi_low & near_lower_band
2025-09-18,trend_ok,range,13.470382979179975,0,,4.926142857142858,0.0949400104329682,0,,5.354857142857142,0.17089201877934274,1,mean_revert_long: rsi_low & near_lower_band,5.017428571428572,0.1424100156494523,0,,5.458926285999963,5.446072669244463,4.863632789076758,-0.07014813684412147,-0.041938984109098715,-0.028209152735022752,33.94495412844036,0.15214285714285714,276370266.0,5.507,5.833196582640426,5.180803417359574,0.11846616402412423,14.553990610328663,32.394366197183075,5.6493257601210685,5.2,5.33,1896,1896,S3,6,,5.017428571428572,0.1424100156494523,mean_revert_long: rsi_low & near_lower_band
2025-09-18,trend_ok,range,18.411617267170772,0,,4.835000000000001,0.08174603174603176,0,,5.267500000000001,0.1471428571428572,1,mean_revert_long: rsi_low & near_lower_band,4.94,0.12261904761904766,0,,5.3417018144777115,5.337390118093888,5.220209215975789,-0.05436355370484236,-0.01635898422613435,-0.038004569478708006,22.935779816513758,0.17499999999999996,-1366746707.0,5.442500000000001,5.92555497126574,4.959445028734262,0.1775121621555311,19.591836734693935,28.571428571428516,5.608874669050895,5.15,5.3,2044,2044,S3,9,,4.94,0.12261904761904766,mean_revert_long: rsi_low & near_lower_band
