date,market_state_index,market_state_stock,adx14,s1_entry,s1_reason,s1_stop,s1_pos,s2_entry,s2_reason,s2_stop,s2_pos,s3_long_entry,s3_reason,s3_stop,s3_pos,s4_pyramid,s4_reason,ema20,ema50,ema200,macd_dif,macd_dea,macd_hist,rsi14,atr14,obv,boll_mid,boll_up,boll_low,boll_bw,plus_di14,minus_di14,psar,close,open,code,symbol,strategy,confidence,entry_price_ref,stop_ref,pos_ref,key_notes,open_ind,high,low,close_ind,preclose,volume,amount,turnover,pct_chg,pb_mrq,ps_ttm,ema20_ind,ema50_ind,ema200_ind,macd_dif_ind,macd_dea_ind,macd_hist_ind,rsi14_ind,atr14_ind,atr_pct,boll_mid_ind,boll_up_ind,boll_low_ind,boll_bw_ind,obv_ind,plus_di14_ind,minus_di14_ind,adx14_ind,cci20,roc10,kdj_k,kdj_d,kdj_j,wr14,psar_ind,predicted_return,predicted_bin_abs,predicted_bin_rel,predicted_bin
9/25/25,trend_ok,range,13.52239834,0,,3.813285714,0.045852464,0,,4.370214286,0.082534435,1,mean_revert_long: rsi_low & near_lower_band,3.968857143,0.068778696,0,,4.566103775,4.324379632,3.440437544,0.002286001,0.079799661,-0.07751366,27.72277228,0.259285714,2737772466,4.6295,4.986297156,4.272702844,0.154140687,15.15151515,26.1707989,4.813765011,4.28,4.46,10,10,S3,6,,3.968857143,0.068778696,mean_revert_long: rsi_low & near_lower_band,4.46,4.46,4.25,4.28,4.37,23082100,99687909,2.9534,-2.0595,16.089804,5.167461,4.566103775,4.324379632,3.440437544,0.002286001,0.079799661,-0.07751366,27.72277228,0.259285714,0.060580774,4.6295,4.986297156,4.272702844,0.154140687,2737772466,15.15151515,26.1707989,13.52239834,-158.1993846,-0.073593074,32.96368888,43.07734336,12.73637994,78.57142857,4.813765011,-0.026692903,1,1,1
9/25/25,trend_ok,neutral,23.74567233,0,,27.34042857,0.070109546,1,squeeze_breakout & adx_rising & obv_confirm,26.89807143,0.126197183,0,,28.04028571,0.105164319,0,,27.8038157,25.45056832,19.65072786,0.930132168,1.051062268,-0.120930099,61.88605108,1.166428571,760968331,28.0645,29.32956875,26.79943125,0.090154377,29.5162278,9.552969994,26.6,29.44,28.75,29,29,S2,21,,26.89807143,0.126197183,squeeze_breakout & adx_rising & obv_confirm,28.75,29.9,28.4,29.44,28.67,10220355,299409459.3,1.1462,2.6857,8.223994,32.722997,27.8038157,25.45056832,19.65072786,0.930132168,1.051062268,-0.120930099,61.88605108,1.166428571,0.039620536,28.0645,29.32956875,26.79943125,0.090154377,760968331,29.5162278,9.552969994,23.74567233,68.01699689,0.053309481,65.93157274,54.63857268,88.51757285,15.43624161,26.6,0.110209264,5,5,5
9/25/25,trend_ok,range,10.8318161,0,,6.806714286,0.2,0,,7.033285714,0.2,1,mean_revert_long: rsi_low & near_lower_band,6.861142857,0.2,0,,7.100634017,7.105756718,6.908191058,-0.04095695,-0.020456332,-0.020500618,33.33333333,0.090714286,177510142,7.124,7.282333426,6.965666574,0.044450709,14.96062992,19.68503937,7.150755456,6.97,7.03,89,89,S3,5,,6.861142857,0.2,mean_revert_long: rsi_low & near_lower_band,7.03,7.03,6.95,6.97,7.02,11366476,79274555.72,0.5543,-0.7123,1.251994,2.84929,7.100634017,7.105756718,6.908191058,-0.04095695,-0.020456332,-0.020500618,33.33333333,0.090714286,0.013014962,7.124,7.282333426,6.965666574,0.044450709,177510142,14.96062992,19.68503937,10.8318161,-143.5818732,-0.030598053,21.948189,27.50513856,10.83428988,87.09677419,7.150755456,-0.006130501,1,3,1
9/25/25,trend_ok,range,11.03389243,0,,5.799571429,0.092758323,0,,6.401428571,0.166964981,1,mean_revert_long: rsi_low & near_lower_band,5.909714286,0.139137484,0,,6.556480651,6.779744507,6.947977825,-0.16986881,-0.12405224,-0.04581657,34.01360544,0.183571429,460003021,6.585,7.005150349,6.164849651,0.127608306,30.35019455,32.6848249,6.855263571,6.13,6.15,525,525,S3,5,,5.909714286,0.139137484,mean_revert_long: rsi_low & near_lower_band,6.15,6.19,6.08,6.13,6.2,17939815,109991802.7,1.812,-1.129,2.980414,2.816512,6.556480651,6.779744507,6.947977825,-0.16986881,-0.12405224,-0.04581657,34.01360544,0.183571429,0.029946399,6.585,7.005150349,6.164849651,0.127608306,460003021,30.35019455,32.6848249,11.03389243,-147.8535253,-0.072617247,13.03993612,18.07562487,2.968558637,94.50549451,6.855263571,-0.020138122,1,1,1
9/25/25,trend_ok,range,17.34569941,0,,6.032571429,0.089388489,0,,6.549928571,0.160899281,1,mean_revert_long: rsi_low & near_lower_band,6.151714286,0.134082734,0,,6.700036646,6.840965819,6.619139988,-0.134475803,-0.093796017,-0.040679786,34.05797101,0.198571429,587587791,6.7485,7.164762822,6.332237178,0.123364547,12.23021583,28.05755396,6.931870677,6.39,6.51,553,553,S3,8,,6.151714286,0.134082734,mean_revert_long: rsi_low & near_lower_band,6.51,6.51,6.36,6.39,6.51,3359700,21533005,0.1543,-1.8433,0.787488,0.502923,6.700036646,6.840965819,6.619139988,-0.134475803,-0.093796017,-0.040679786,34.05797101,0.198571429,0.031075341,6.7485,7.164762822,6.332237178,0.123364547,587587791,12.23021583,28.05755396,17.34569941,-135.9387688,-0.076589595,21.93318111,24.26945532,17.26063269,85.54216867,6.931870677,-0.005375474,2,3,2
9/25/25,trend_ok,range,19.77368196,0,,146.2852857,0.089317063,0,,161.0257143,0.160770713,1,mean_revert_long: rsi_low & near_lower_band,149.1768571,0.133975594,0,,162.0742062,157.456812,160.5152219,0.006899044,2.478820238,-2.471921194,34.48502797,4.819285714,90244281,165.845,177.6215253,154.0684747,0.142018454,16.97050541,22.57299541,169.8608193,154.96,156.6,596,596,S3,9,,149.1768571,0.133975594,mean_revert_long: rsi_low & near_lower_band,156.6,157.2,154.77,154.96,156.73,2005393,312321480.7,0.4908,-1.1293,3.255242,3.463198,162.0742062,157.456812,160.5152219,0.006899044,2.478820238,-2.471921194,34.48502797,4.819285714,0.031100192,165.845,177.6215253,154.0684747,0.142018454,90244281,16.97050541,22.57299541,19.77368196,-82.35922786,-0.10432923,7.834272634,17.15350453,-10.80419116,99.14568345,169.8608193,-0.016123096,1,1,1
9/25/25,trend_ok,trend,42.88518046,1,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,5.128571429,0.067326389,0,,5.223428571,0.1211875,0,,5.265714286,0.100989583,0,,5.396731909,5.278741379,4.920785791,0.061943438,0.060824762,0.001118677,54.6875,0.228571429,274115662,5.452,5.68976149,5.21423851,0.087219916,29.375,13.75,5.1314,5.54,5.53,599,599,S1,26,,5.128571429,0.067326389,pullback_to_ema20 & macd_hist>0 & rsi_bull & obv_confirm,5.53,5.63,5.46,5.54,5.55,26976500,149886832,3.3029,-0.1802,3.228343,1.045576,5.396731909,5.278741379,4.920785791,0.061943438,0.060824762,0.001118677,54.6875,0.228571429,0.041258381,5.452,5.68976149,5.21423851,0.087219916,274115662,29.375,13.75,42.88518046,42.24011079,0.016513761,56.12335789,45.75227194,76.86552981,32.25806452,5.1314,-0.00459714,2,3,2
9/25/25,trend_ok,range,11.71750467,0,,6.697,0.105555556,0,,7.248,0.19,1,mean_revert_long: rsi_low & near_lower_band,6.808,0.158333333,0,,7.344537894,7.364051601,6.648547895,-0.099411697,-0.036262682,-0.063149015,29.62962963,0.185,1727051838,7.433,7.945746988,6.920253012,0.137965018,17.76061776,30.88803089,7.595581794,7.03,7.11,600,600,S3,5,,6.808,0.158333333,mean_revert_long: rsi_low & near_lower_band,7.11,7.13,7.01,7.03,7.13,18081959,127568898.7,1.6588,-1.4025,1.142057,0.549676,7.344537894,7.364051601,6.648547895,-0.099411697,-0.036262682,-0.063149015,29.62962963,0.185,0.026315789,7.433,7.945746988,6.920253012,0.137965018,1727051838,17.76061776,30.88803089,11.71750467,-124.5528319,-0.089378238,13.48180645,18.90961723,2.626184888,93.75,7.595581794,-0.008530319,1,2,1
9/25/25,trend_ok,trend,25.19265186,0,,3.154,0.13015873,1,squeeze_breakout & adx_rising & obv_confirm,3.0675,0.2,0,,3.196,0.195238095,1,trend_momo_volume: +DI>-DI & ADX↑ & CCI/ROC & OBV_breakout,3.15624396,3.161456347,3.16665505,0.005573981,-0.006698698,0.012272679,60.78431373,0.07,2875831573,3.1375,3.228082908,3.046917092,0.057742093,31.63265306,7.142857143,3.057524,3.28,3.19,615,615,S2,22,,3.0675,0.2,squeeze_breakout & adx_rising & obv_confirm,3.19,3.34,3.18,3.28,3.18,21692800,70973229,2.845,3.1447,-11.324957,2.411774,3.15624396,3.161456347,3.16665505,0.005573981,-0.006698698,0.012272679,60.78431373,0.07,0.021341463,3.1375,3.228082908,3.046917092,0.057742093,2875831573,31.63265306,7.142857143,25.19265186,155.3494865,0.044585987,59.64806001,45.73917373,87.46583258,20.68965517,3.057524,-0.027018111,1,1,1
9/25/25,trend_ok,range,16.27418029,0,,3.258,0.105555556,0,,3.5195,0.19,1,mean_revert_long: rsi_low & near_lower_band,3.312,0.158333333,0,,3.597104664,3.617494897,3.496504395,-0.039074429,-0.017370369,-0.02170406,34.42622951,0.09,35411906,3.6095,3.773075188,3.445924812,0.090635926,16.66666667,29.36507937,3.697516371,3.42,3.54,692,692,S3,8,,3.312,0.158333333,mean_revert_long: rsi_low & near_lower_band,3.54,3.58,3.42,3.42,3.56,14344200,49994399,2.6921,-3.9326,41.603697,0.868039,3.597104664,3.617494897,3.496504395,-0.039074429,-0.017370369,-0.02170406,34.42622951,0.09,0.026315789,3.6095,3.773075188,3.445924812,0.090635926,35411906,16.66666667,29.36507937,16.27418029,-127.2222873,-0.073170732,24.05164593,35.68795994,0.779017913,97.05882353,3.697516371,-0.005760652,2,3,2
